,location,size,total_sqft,bath,price
8000,Yelenahalli,2,1260.0,2.0,47.88
8002,Yelenahalli,2,1175.0,2.0,50.0
8003,Yelenahalli,3,1650.0,3.0,68.0
8004,Yelenahalli,2,1200.0,2.0,45.6
8005,Yelenahalli,2,1200.0,2.0,46.17
8006,Yelenahalli,2,1160.0,2.0,44.08
8009,Yeshwanthpur,1,667.0,1.0,36.85
8012,Yeshwanthpur,1,665.0,1.0,36.85
8016,Yeshwanthpur,1,671.0,1.0,36.85
8017,Yeshwanthpur,2,1277.5,2.0,95.815
8018,Yeshwanthpur,1,668.0,1.0,36.85
8019,Yeshwanthpur,2,1185.0,2.0,75.84
8020,Yeshwanthpur,2,1195.0,2.0,100.0
8021,Yeshwanthpur,3,1313.0,3.0,96.0
8022,Yeshwanthpur,2,1400.0,2.0,100.0
8025,Yeshwanthpur,1,673.0,1.0,36.85
8026,Yeshwanthpur,2,717.0,2.0,49.475
8029,Yeshwanthpur,1,605.0,1.0,41.745
8031,Yeshwanthpur,1,669.0,1.0,36.85
8033,Yeshwanthpur,3,3027.0,4.0,260.0
8036,Yeshwanthpur,1,670.0,1.0,36.85
8039,Yeshwanthpur,2,1240.0,2.0,80.0
8041,Yeshwanthpur,2,1144.0,2.0,67.0
8042,Yeshwanthpur,2,1541.0,2.0,130.0
8044,Yeshwanthpur,2,1362.0,2.0,100.0
8045,Yeshwanthpur,1,666.0,1.0,36.8
8046,Yeshwanthpur,3,1855.0,3.0,140.0
8048,Yeshwanthpur,2,1165.0,2.0,85.0
8051,Yeshwanthpur,3,1825.0,3.0,145.0
8053,Yeshwanthpur,1,994.0,2.0,54.67
8054,Yeshwanthpur,1,650.0,1.0,40.0
8055,Yeshwanthpur,3,1855.0,3.0,140.0
8061,Yeshwanthpur,1,674.0,1.0,36.85
8063,Yeshwanthpur,1,672.0,1.0,36.85
8066,Yeshwanthpur,2,1195.0,2.0,100.0
8069,Yeshwanthpur,6,2500.0,5.0,185.0
8075,Yeshwanthpur,3,1876.0,3.0,160.0
8077,other,3,2770.0,4.0,290.0
8082,other,2,1500.0,2.0,185.0
8083,other,2,840.0,2.0,45.0
8085,other,3,2511.0,3.0,205.0
8088,other,2,1200.0,2.0,65.0
8089,other,3,1200.0,3.0,90.0
8093,other,2,782.0,2.0,55.68
8096,other,2,945.0,2.0,54.0
8100,other,3,2795.0,4.0,235.0
8102,other,3,1904.0,3.0,150.0
8103,other,3,2000.0,3.0,175.0
8109,other,3,912.0,2.0,70.0
8115,other,3,2405.0,4.0,260.0
8116,other,2,1500.0,2.0,115.0
8121,other,2,1060.0,2.0,60.0
8122,other,8,2600.0,8.0,180.0
8124,other,2,1285.0,2.0,72.5
8128,other,2,1280.0,2.0,69.0
8132,other,2,900.0,2.0,110.0
8137,other,3,1560.0,3.0,115.0
8140,other,4,1200.0,4.0,165.0
8143,other,2,1200.0,2.0,79.0
8145,other,3,1350.0,2.0,140.0
8146,other,3,1800.0,3.0,150.0
8149,other,2,950.0,2.0,50.0
8150,other,3,1200.0,3.0,90.0
8151,other,3,2023.71,3.0,275.0
8157,other,3,2150.0,4.0,240.0
8160,other,4,3309.0,4.0,325.0
8161,other,11,5000.0,9.0,360.0
8163,other,2,1150.0,2.0,126.0
8166,other,2,1200.0,2.0,74.0
8170,other,2,1000.0,2.0,53.0
8171,other,2,720.0,2.0,45.0
8174,other,4,1200.0,3.0,165.0
8175,other,1,700.0,1.0,41.0
8178,other,2,1353.0,2.0,110.0
8179,other,1,1200.0,2.0,85.0
8185,other,2,1056.0,2.0,80.0
8188,other,3,1544.0,3.0,120.0
8189,other,2,1200.0,2.0,65.0
8190,other,1,540.0,1.0,36.0
8191,other,3,1578.0,3.0,180.0
8193,other,2,1600.0,2.0,115.0
8194,other,1,416.0,1.0,18.5
8197,other,1,834.0,1.0,60.0
8199,other,4,3000.0,5.0,260.0
8200,other,6,2160.0,5.0,250.0
8202,other,1,469.0,1.0,25.0
8207,other,2,1630.0,2.0,200.0
8211,other,4,4046.0,4.0,445.0
8213,other,2,1355.0,2.0,115.0
8214,other,1,600.0,1.0,50.0
8215,other,3,1875.0,3.0,165.0
8216,other,2,600.0,2.0,55.0
8222,other,3,1092.0,2.0,98.5
8228,other,1,425.0,1.0,20.03
8230,other,1,600.0,1.0,60.0
8231,other,2,1468.0,2.0,140.0
8232,other,4,4300.0,5.0,550.0
8234,other,2,775.0,2.0,55.0
8237,other,3,1352.0,3.0,135.0
8240,other,3,1976.0,3.0,184.0
8241,other,4,5500.0,4.0,600.0
8242,other,3,1200.0,3.0,95.0
8245,other,2,1180.0,2.0,69.0
8246,other,1,686.0,1.0,17.0
8247,other,4,1500.0,4.0,180.0
8249,other,2,1282.0,2.0,87.0
8252,other,2,1300.0,1.0,115.0
8253,other,1,530.0,1.0,20.0
8254,other,2,1350.0,2.0,80.0
8256,other,8,2400.0,6.0,125.0
8258,other,2,1141.0,2.0,62.0
8261,other,1,950.0,1.0,40.0
8269,other,4,1200.0,4.0,135.0
8270,other,3,1500.0,3.0,115.0
8272,other,1,750.0,1.0,56.25
8283,other,3,3095.0,3.0,350.0
8285,other,1,1200.0,1.0,28.0
8290,other,3,1560.0,3.0,188.0
8292,other,1,485.0,1.0,15.0
8298,other,3,1200.0,3.0,130.0
8299,other,2,1050.0,2.0,67.0
8304,other,2,1132.0,2.0,67.0
8309,other,2,1380.0,2.0,80.0
8312,other,4,4346.0,5.0,500.0
8314,other,3,2200.0,3.0,187.0
8315,other,3,3329.0,3.0,330.0
8316,other,4,3600.0,4.0,300.0
8317,other,4,3500.0,3.0,450.0
8319,other,2,1093.0,2.0,65.0
8323,other,2,1100.0,2.0,62.7
8326,other,3,2197.0,4.0,280.0
8328,other,4,1600.0,3.0,172.0
8330,other,4,2000.0,3.0,166.0
8337,other,2,1200.0,2.0,66.0
8339,other,3,1525.0,2.0,122.0
8343,other,4,2400.0,3.0,200.0
8344,other,2,1000.0,2.0,130.0
8346,other,2,3040.0,1.0,180.0
8348,other,3,1390.0,3.0,120.0
8350,other,2,1135.0,2.0,68.0
8351,other,2,900.0,2.0,55.0
8355,other,3,2500.0,3.0,250.0
8359,other,2,1269.72,2.0,68.0
8370,other,3,2000.0,3.0,210.0
8371,other,5,2400.0,4.0,300.0
8372,other,3,1760.0,3.0,176.0
8373,other,1,595.0,1.0,42.0
8378,other,2,1170.0,2.0,86.0
8379,other,4,2200.0,4.0,235.0
8387,other,3,1650.0,3.0,175.0
8394,other,3,1650.0,4.0,160.0
8395,other,2,800.0,2.0,50.0
8396,other,2,1225.0,2.0,150.0
8398,other,4,3675.0,4.0,367.0
8399,other,2,1200.0,2.0,150.0
8402,other,2,1350.0,2.0,80.0
8405,other,2,1188.0,2.0,73.0
8407,other,2,680.0,2.0,42.0
8409,other,2,955.0,2.0,53.55
8411,other,3,2479.13,3.0,215.0
8412,other,2,1100.0,2.0,106.0
8416,other,1,650.0,1.0,26.0
8418,other,3,2000.0,3.0,207.0
8419,other,2,1050.0,2.0,110.0
8429,other,1,500.0,1.0,20.0
8431,other,3,3155.0,4.0,370.0
8433,other,2,1265.0,2.0,70.0
8434,other,2,1012.0,2.0,59.0
8435,other,3,2045.0,4.0,154.0
8437,other,6,2400.0,4.0,280.0
8438,other,1,581.91,2.0,25.0
8439,other,3,1158.0,2.0,85.0
8442,other,4,4750.0,5.0,600.0
8443,other,2,1350.0,2.0,185.0
8444,other,2,824.0,2.0,60.0
8445,other,3,1340.0,2.0,100.0
8447,other,3,1533.0,3.0,115.0
8450,other,1,750.0,1.0,25.0
8460,other,2,1140.0,2.0,76.0
8461,other,2,1198.0,2.0,84.0
8462,other,4,4000.0,4.0,520.0
8464,other,2,1370.0,2.0,75.0
8467,other,2,1000.0,1.0,55.0
8468,other,2,1200.0,2.0,125.0
8472,other,1,1050.0,1.0,70.0
8481,other,1,400.0,1.0,14.0
8485,other,4,4800.0,5.0,629.0
8486,other,2,1200.0,2.0,70.0
8489,other,2,1300.0,2.0,79.0
8491,other,4,3500.0,4.0,350.0
8493,other,3,1000.0,2.0,110.0
8495,other,2,1000.0,2.0,53.0
8500,other,3,2400.0,3.0,260.0
8504,other,2,1452.55,2.0,110.0
8506,other,2,1170.0,2.0,105.0
8509,other,3,3095.0,3.0,375.0
8513,other,4,3600.0,4.0,365.0
8518,other,3,1650.0,3.0,165.0
8519,other,3,1550.0,2.0,150.0
8524,other,2,1030.0,2.0,61.0
8525,other,1,600.0,1.0,32.0
8526,other,2,1165.0,2.0,135.0
8529,other,4,3000.0,4.0,240.0
8531,other,2,1315.0,2.0,90.0
8532,other,2,1210.0,2.0,72.0
8536,other,2,1170.0,2.0,68.0
8537,other,2,1600.0,2.0,110.0
8543,other,3,1900.0,3.0,160.0
8545,other,2,1100.0,2.0,75.0
8549,other,3,3515.0,3.0,420.0
8551,other,2,1100.0,2.0,70.0
8555,other,1,700.0,1.0,41.0
8560,other,3,3000.0,3.0,250.0
8561,other,2,1100.0,2.0,61.0
8562,other,1,1260.0,1.0,41.0
8563,other,1,1500.0,1.0,37.5
8564,other,1,600.0,1.0,17.0
8566,other,2,1165.0,2.0,75.0
8573,other,3,2400.0,4.0,325.0
8574,other,2,1463.0,1.0,142.0
8576,other,3,2401.0,3.0,185.0
8577,other,3,1875.0,2.0,235.0
8579,other,1,890.0,1.0,75.0
8582,other,3,2400.0,3.0,290.0
8587,other,2,1350.0,2.0,90.0
8590,other,1,800.0,1.0,52.0
8593,other,2,792.0,2.0,70.0
8595,other,5,2400.0,5.0,235.0
8598,other,1,461.82,1.0,31.7
8602,other,2,1260.0,2.0,75.0
8604,other,10,12000.0,12.0,525.0
8606,other,3,2820.0,3.0,285.0
8609,other,3,1350.0,2.0,140.0
8610,other,4,4051.0,4.0,345.0
8611,other,3,2100.0,3.0,170.0
8612,other,3,1991.0,3.0,160.0
8616,other,4,3000.0,4.0,342.0
8619,other,2,1375.0,2.0,105.0
8631,other,2,1058.0,2.0,60.0
8632,other,1,900.0,1.0,30.0
8633,other,3,1672.0,3.0,150.0
8636,other,3,1250.0,3.0,139.0
8637,other,2,1468.0,3.0,130.0
8641,other,3,1480.0,2.0,145.0
8644,other,3,2280.0,3.0,285.0
8645,other,3,2000.0,3.0,200.0
8650,other,2,1125.0,2.0,75.0
8652,other,3,1639.0,3.0,123.0
8654,other,3,1740.0,3.0,199.0
8657,other,5,6200.0,5.0,720.0
8660,other,2,925.0,2.0,63.0
8662,other,2,1200.0,2.0,79.0
8663,other,3,2500.0,3.0,270.0
8664,other,4,1584.0,3.0,145.0
8665,other,3,1570.0,3.0,115.0
8669,other,3,1750.0,3.0,180.0
8670,other,2,1500.0,1.0,160.0
8671,other,6,2100.0,6.0,275.0
8673,other,1,705.0,1.0,36.5
8677,other,1,1260.0,1.0,41.0
8678,other,2,1200.0,2.0,125.0
8679,other,4,1270.0,2.0,175.0
8680,other,3,1200.0,3.0,130.0
8681,other,4,3595.0,6.0,360.0
8683,other,4,3100.0,5.0,385.0
8685,other,4,1200.0,4.0,150.0
8686,other,3,3259.0,3.0,270.0
8689,other,1,596.0,1.0,42.0
8690,other,16,10000.0,16.0,550.0
8691,other,4,1200.0,4.0,110.0
8692,other,3,1910.0,3.0,190.0
8695,other,3,1750.0,3.0,149.0
8697,other,2,985.0,2.0,63.0
8698,other,2,1300.0,2.0,129.0
8702,other,1,650.0,1.0,30.0
8704,other,1,910.0,1.0,42.0
8707,other,1,532.0,1.0,22.49
8710,other,2,1550.0,2.0,160.0
8714,other,2,1000.0,2.0,80.0
8717,other,3,1865.0,4.0,140.0
8727,other,2,675.0,3.0,52.0
8728,other,3,1801.0,3.0,139.0
8730,other,4,2990.0,4.0,324.0
8731,other,2,2400.0,2.0,160.0
8733,other,2,1150.0,2.0,75.0
8734,other,3,1200.0,3.0,165.0
8746,other,3,1839.0,3.0,165.0
8748,other,2,900.0,2.0,70.0
8750,other,3,1500.0,3.0,149.0
8753,other,1,750.0,2.0,50.0
8754,other,2,600.0,3.0,75.0
8758,other,1,1500.0,1.0,19.5
8760,other,2,1200.0,2.0,70.0
8761,other,2,1200.0,2.0,160.0
8762,other,3,1904.0,3.0,155.0
8763,other,3,2770.0,4.0,315.0
8764,other,1,813.0,1.0,39.0
8772,other,2,1280.0,2.0,75.0
8773,other,1,735.0,1.0,75.0
8774,other,1,500.0,1.0,24.0
8776,other,3,1200.0,4.0,145.0
8777,other,2,1200.0,2.0,100.0
8778,other,3,1200.0,3.0,160.0
8784,other,2,1030.0,2.0,77.25
8786,other,3,2000.0,3.0,160.0
8790,other,2,1380.0,2.0,75.0
8795,other,3,3100.0,3.0,250.0
8796,other,2,1190.0,2.0,100.0
8799,other,2,1180.0,2.0,63.0
8805,other,4,1200.0,4.0,140.0
8808,other,2,1097.0,2.0,65.0
8809,other,4,1600.0,3.0,165.0
8811,other,2,900.0,2.0,110.0
8812,other,2,1200.0,2.0,125.0
8813,other,2,1355.0,2.0,75.0
8815,other,4,7500.0,4.0,900.0
8818,other,4,4104.0,4.0,360.0
8821,other,2,2080.0,2.0,150.0
8822,other,2,1505.0,2.0,90.0
8823,other,3,1200.0,3.0,95.75
8824,other,3,1810.0,4.0,148.0
8831,other,3,1500.0,2.0,130.0
8836,other,2,745.0,2.0,50.0
8838,other,2,1355.0,2.0,95.0
8839,other,1,833.0,1.0,49.0
8841,other,4,3000.0,5.0,270.0
8842,other,2,1220.0,2.0,68.0
8843,other,4,3811.0,3.0,475.0
8846,other,2,1350.0,2.0,110.0
8854,other,4,1280.0,4.0,115.0
8857,other,3,1655.0,3.0,155.0
8858,other,2,1150.0,2.0,74.0
8860,other,3,1200.0,2.0,108.0
8861,other,2,1200.0,2.0,75.0
8866,other,2,1500.0,2.0,203.0
8869,other,9,4500.0,9.0,500.0
8872,other,3,1550.0,3.0,160.0
8876,other,4,3179.0,5.0,351.0
8878,other,2,1200.0,3.0,85.0
8880,other,3,1800.0,3.0,140.0
8883,other,4,3900.0,4.0,333.0
8884,other,3,2400.0,4.0,200.0
8888,other,2,950.0,2.0,60.0
8894,other,3,1900.0,3.0,205.0
8898,other,3,2100.0,3.0,240.0
8902,other,3,1200.0,3.0,140.0
8903,other,2,814.0,2.0,55.0
8906,other,3,1590.0,3.0,120.0
8911,other,2,1340.0,2.0,77.0
8916,other,4,2300.0,4.0,200.0
8917,other,2,1210.0,2.0,76.0
8922,other,2,1065.0,2.0,58.0
8926,other,4,3600.0,4.0,450.0
8933,other,2,1000.0,1.0,75.0
8936,other,2,1170.0,2.0,86.0
8937,other,4,4830.0,5.0,390.0
8938,other,2,850.0,2.0,75.0
8942,other,2,1150.0,2.0,125.0
8945,other,3,2550.0,4.0,290.0
8946,other,4,3080.0,2.0,285.0
8948,other,4,3400.0,6.0,420.0
8949,other,1,450.0,1.0,25.0
8950,other,2,1100.0,2.0,85.0
8954,other,2,1036.0,2.0,110.0
8957,other,4,1376.0,4.0,156.0
8962,other,2,1080.0,2.0,62.0
8966,other,3,1475.0,2.0,200.0
8967,other,3,1200.0,3.0,96.25
8969,other,2,830.0,2.0,60.0
8970,other,2,1500.0,2.0,88.0
8972,other,2,856.0,2.0,48.0
8974,other,2,1117.0,2.0,110.0
8975,other,1,600.0,1.0,43.0
8980,other,4,2675.0,4.0,290.0
8985,other,4,3500.0,5.0,450.0
8990,other,2,1020.0,2.0,62.0
8991,other,4,3563.0,6.0,310.0
8993,other,4,3300.0,5.0,318.0
8994,other,3,1200.0,3.0,165.0
8998,other,3,1718.0,3.0,223.0
9000,other,2,985.0,2.0,55.0
9005,other,2,1030.0,2.0,80.0
9006,other,2,1150.0,2.0,69.0
9010,other,2,900.0,2.0,55.0
9015,other,4,1750.0,2.0,225.0
9017,other,2,1100.0,2.0,78.0
9018,other,2,1180.0,2.0,74.0
9022,other,3,1800.0,3.0,230.0
9025,other,3,2000.0,3.0,145.0
9026,other,1,500.0,1.0,15.0
9033,other,2,922.0,2.0,70.0
9034,other,2,850.0,2.0,72.0
9035,other,2,1200.0,1.0,65.0
9037,other,2,1233.0,2.0,100.0
9048,other,3,1500.0,3.0,138.0
9049,other,2,700.0,2.0,43.0
9050,other,3,1750.0,3.0,170.0
9051,other,3,1365.0,3.0,99.0
9054,other,2,708.0,1.0,55.0
9055,other,3,1680.0,3.0,135.0
9056,other,2,990.0,2.0,58.0
9057,other,2,1240.0,2.0,100.0
9059,other,3,2005.0,3.0,240.0
9062,other,2,1000.0,2.0,97.0
9067,other,1,1200.0,2.0,45.0
9072,other,1,840.0,1.0,75.0
9074,other,4,3317.5,5.0,268.5
9075,other,2,600.0,1.0,52.0
9076,other,3,1670.0,3.0,160.0
9077,other,2,1410.0,2.0,75.0
9080,other,5,2400.0,5.0,285.0
9086,other,2,905.0,2.0,50.0
9087,other,3,1495.0,3.0,200.0
9089,other,1,550.0,1.0,23.0
9095,other,3,1750.0,3.0,150.0
9098,other,2,1191.0,2.0,90.0
9101,other,4,2849.0,5.0,250.0
9105,other,2,827.0,2.0,45.0
9112,other,2,1205.0,2.0,70.0
9116,other,3,2200.0,4.0,160.0
9119,other,3,1900.0,3.0,155.0
9120,other,2,1200.0,1.0,95.0
9122,other,2,1100.0,2.0,61.0
9123,other,2,1100.0,2.0,110.0
9124,other,3,1942.0,3.0,155.0
9136,other,1,1200.0,1.0,69.0
9138,other,1,1200.0,1.0,48.0
9141,other,2,1190.0,2.0,70.0
9144,other,2,1250.0,2.0,68.0
9145,other,2,1290.0,1.0,77.5
9147,other,2,1464.0,2.0,145.0
9148,other,2,1200.0,2.0,75.0
9151,other,3,1485.0,2.0,156.0
9155,other,2,800.0,2.0,55.0
9158,other,2,1500.0,2.0,130.0
9162,other,3,1602.0,2.0,165.0
9163,other,4,1200.0,4.0,130.0
9164,other,3,1800.0,3.0,220.0
9171,other,3,2700.0,3.0,200.0
9174,other,3,1490.0,2.0,115.0
9177,other,2,1020.0,2.0,60.0
9178,other,1,550.0,1.0,16.0
9181,other,3,3664.0,3.0,325.0
9182,other,2,690.0,2.0,42.0
9183,other,3,1520.0,3.0,111.0
9186,other,2,1250.0,2.0,90.0
9187,other,3,1900.0,2.0,190.0
9190,other,3,1602.0,2.0,170.0
9191,other,2,1230.0,2.0,70.0
9193,other,1,450.0,1.0,60.0
9194,other,1,600.0,2.0,23.0
9195,other,4,3463.0,6.0,310.0
9196,other,2,1200.0,2.0,85.0
9200,other,4,1350.0,4.0,140.0
9203,other,2,1175.0,2.0,79.0
9207,other,2,1158.0,2.0,75.0
9210,other,2,1200.0,2.0,90.0
9211,other,2,1266.67,2.0,69.0
9213,other,2,2000.0,2.0,160.0
9216,other,4,2679.0,5.0,280.0
9217,other,2,1230.0,2.0,75.0
9219,other,8,3150.0,5.0,145.0
9220,other,2,880.0,2.0,48.0
9225,other,2,1022.0,2.0,57.0
9226,other,2,1200.0,2.0,76.0
9233,other,2,1333.0,2.0,77.27
9234,other,3,1100.0,3.0,110.0
9235,other,2,1050.0,2.0,70.0
9239,other,4,1200.0,4.0,165.0
9240,other,3,1100.0,2.0,145.0
9242,other,3,1200.0,3.0,99.0
9245,other,2,1000.0,2.0,60.0
9248,other,2,1012.0,2.0,59.0
9250,other,4,1200.0,4.0,140.0
9251,other,2,600.0,2.0,39.0
9259,other,3,1080.0,3.0,149.0
9262,other,4,1200.0,3.0,160.0
9264,other,3,2456.0,3.0,220.0
9266,other,2,1530.0,2.0,185.0
9272,other,2,1475.0,2.0,171.0
9273,other,2,1225.0,2.0,65.0
9274,other,1,650.0,1.0,16.0
9278,other,4,1800.0,4.0,145.0
9279,other,4,3000.0,4.0,240.0
9282,other,4,2400.0,4.0,250.0
9287,other,2,1044.0,2.0,60.0
9291,other,3,1567.2,2.0,190.0
9294,other,2,1293.0,2.0,75.0
9300,other,4,2000.0,2.0,160.0
9301,other,1,834.0,1.0,62.0
9302,other,1,600.0,1.0,52.0
9304,other,3,2750.0,3.0,260.0
9308,other,2,1280.0,2.0,90.0
9310,other,3,2075.0,3.0,175.0
9319,other,2,900.0,3.0,105.0
9323,other,1,470.0,2.0,10.0
9325,other,3,1313.0,4.0,150.0
9328,other,3,2665.0,3.0,350.0
9330,other,4,3500.0,5.0,450.0
9337,other,6,2400.0,5.0,300.0
9338,other,8,3000.0,4.0,130.0
9339,other,2,1235.0,2.0,140.0
9340,other,3,3200.0,3.0,260.0
9344,other,3,1200.0,2.0,100.0
9345,other,2,1205.0,2.0,70.0
9348,other,2,1250.0,2.0,67.0
9350,other,1,375.0,1.0,26.0
9351,other,2,800.0,3.0,59.5
9356,other,4,3500.0,2.0,350.0
9359,other,3,2100.0,4.0,255.0
9360,other,1,400.0,1.0,35.0
9364,other,1,825.0,2.0,40.0
9366,other,4,5000.0,5.0,600.0
9368,other,4,4800.0,5.0,420.0
9369,other,3,3400.0,3.0,400.0
9373,other,1,800.0,1.0,72.0
9376,other,1,655.0,1.0,27.0
9377,other,2,1196.0,2.0,96.0
9378,other,2,927.0,2.0,50.0
9379,other,1,600.0,1.0,18.0
9384,other,2,800.0,2.0,85.0
9385,other,2,985.0,2.0,57.0
9386,other,11,6000.0,12.0,150.0
9388,other,2,600.0,2.0,80.0
9395,other,4,3060.0,4.0,350.0
9396,other,1,800.0,1.0,32.0
9398,other,1,600.0,1.0,35.0
9399,other,2,1010.0,2.0,55.0
9402,other,4,3978.0,4.0,428.0
9405,other,3,2008.0,3.0,170.0
9409,other,4,1350.0,4.0,160.0
9410,other,1,500.0,1.0,20.0
9411,other,3,1280.0,2.0,100.0
9415,other,2,1044.0,2.0,85.0
9417,other,2,840.0,1.0,99.0
9420,other,4,3870.0,4.0,411.0
9422,other,3,1835.0,3.0,175.0
9425,other,1,425.0,1.0,15.0
9428,other,4,2380.0,4.0,242.0
9429,other,2,900.0,1.0,70.0
9430,other,2,1517.0,2.0,125.0
9436,other,1,510.0,1.0,34.0
9437,other,2,1166.0,2.0,65.0
9438,other,3,2700.0,2.0,260.0
9439,other,3,1350.0,2.0,175.0
9441,other,2,940.0,2.0,56.0
9446,other,2,1000.0,2.0,63.0
9456,other,4,1200.0,4.0,110.0
9458,other,2,1217.0,2.0,164.0
9461,other,1,600.0,1.0,45.0
9462,other,1,672.0,1.0,27.0
9466,other,1,560.0,1.0,19.0
9468,other,1,520.0,2.0,29.0
9469,other,3,1950.0,3.0,230.0
9470,other,1,600.0,1.0,58.0
9471,other,1,1000.0,1.0,19.0
9474,other,2,2000.0,2.0,120.0
9475,other,2,1220.0,2.0,65.0
9479,other,2,1130.0,2.0,74.0
9480,other,2,1407.0,2.0,83.87
9482,other,4,1350.0,4.0,160.0
9483,other,4,2375.0,3.0,260.0
9484,other,2,1200.0,2.0,67.0
9485,other,3,1872.0,3.0,152.0
9487,other,1,812.0,1.0,26.0
9489,other,1,600.0,2.0,35.0
9502,other,2,1075.0,2.0,57.0
9508,other,2,1050.0,2.0,65.0
9509,other,2,905.0,2.0,50.0
9513,other,3,3155.0,3.0,315.0
9517,other,3,1464.0,2.0,135.0
9519,other,2,1200.0,2.0,75.0
9520,other,3,1707.0,3.0,171.0
9521,other,1,565.0,1.0,33.0
9522,other,1,630.0,2.0,70.0
9523,other,2,1000.0,2.0,55.0
9527,other,2,1100.0,2.0,70.0
9528,other,1,420.0,1.0,23.5
9530,other,2,1225.0,2.0,71.05
9533,other,2,3760.0,2.0,280.0
9534,other,3,3071.0,4.0,300.0
9540,other,1,560.0,1.0,21.0
9543,other,3,2250.0,3.0,180.0
9545,other,1,1350.0,2.0,45.0
9546,other,2,1209.0,2.0,100.0
9548,other,2,1000.0,2.0,60.0
9550,other,4,1200.0,4.0,130.0
9551,other,3,2250.0,3.0,199.0
9552,other,4,3700.0,4.0,314.0
9554,other,3,1405.0,3.0,169.0
9555,other,4,4800.0,6.0,420.0
9557,other,1,500.0,1.0,16.0
9558,other,3,1600.0,3.0,180.0
9560,other,1,648.0,1.0,34.0
9561,other,3,1720.0,2.0,126.0
9564,other,2,1080.0,2.0,64.0
9567,other,1,535.0,1.0,35.0
9571,other,2,1145.0,2.0,63.0
9572,other,4,3420.0,3.0,410.0
9573,other,2,1280.0,2.0,75.0
9574,other,2,680.0,3.0,60.0
9579,other,2,1050.0,2.0,110.0
9580,other,2,1275.0,2.0,105.0
9589,other,4,1200.0,2.0,140.0
9591,other,2,1160.0,2.0,75.0
9596,other,2,1155.0,2.0,65.0
9600,other,2,984.0,2.0,125.0
9601,other,2,1148.0,2.0,69.0
9604,other,4,3000.0,4.0,264.0
9606,other,2,1320.0,2.0,90.0
9610,other,2,1230.0,2.0,68.0
9612,other,4,4560.0,5.0,430.0
9616,other,5,3000.0,4.0,300.0
9617,other,3,1560.0,2.0,125.0
9619,other,2,1012.0,2.0,59.0
9620,other,2,1245.0,2.0,120.0
9621,other,3,1485.0,2.0,110.0
9624,other,2,1489.0,2.0,101.0
9625,other,4,2800.0,4.0,365.0
9630,other,3,1903.0,3.0,165.0
9635,other,1,551.0,1.0,30.0
9637,other,1,550.0,1.0,16.0
9643,other,3,1603.0,2.0,125.0
9644,other,3,2180.0,3.0,285.0
9645,other,1,450.0,1.0,30.0
9646,other,4,3000.0,4.0,301.0
9648,other,2,1275.0,2.0,69.0
9650,other,3,1623.0,3.0,155.0
9652,other,1,900.0,1.0,52.3
9658,other,2,1200.0,2.0,110.0
9660,other,3,2648.0,3.0,238.0
9665,other,4,4800.0,4.0,420.0
9666,other,2,1163.0,2.0,68.0
9667,other,1,801.0,1.0,33.645
9672,other,10,3300.0,9.0,450.0
9673,other,2,1040.0,2.0,78.0
9676,other,3,1907.0,2.0,200.0
9677,other,2,1330.0,2.0,80.0
9685,other,3,1092.0,3.0,95.0
9691,other,2,1130.0,2.0,75.0
9693,other,3,1900.0,3.0,190.0
9695,other,4,1200.0,4.0,110.0
9696,other,3,1630.0,3.0,131.0
9697,other,1,1050.0,2.0,41.0
9699,other,3,3210.0,4.0,380.0
9700,other,13,5425.0,13.0,275.0
9701,other,4,1200.0,4.0,135.0
9703,other,2,900.0,2.0,48.0
9704,other,4,4041.0,4.0,345.0
9705,other,1,620.0,1.0,25.0
9706,other,2,1210.0,2.0,75.0
9709,other,2,1200.0,1.0,70.0
9711,other,2,1200.0,3.0,70.0
9713,other,2,1130.0,2.0,68.0
9716,other,3,2750.0,5.0,275.0
9717,other,2,800.0,2.0,55.0
9718,other,2,1244.0,2.0,95.0
9719,other,3,1500.0,4.0,180.0
9720,other,2,1200.0,2.0,75.0
9721,other,1,400.0,2.0,50.0
9725,other,1,1200.0,1.0,48.0
9729,other,2,1450.0,2.0,90.0
9731,other,1,10030.0,1.0,150.0
9733,other,3,2300.0,3.0,280.0
9738,other,2,1400.0,2.0,160.0
9740,other,2,703.0,2.0,60.0
9743,other,1,600.0,1.0,20.0
9744,other,4,4382.0,4.0,400.0
9745,other,3,1030.0,2.0,77.25
9747,other,2,1293.0,2.0,80.0
9750,other,2,1000.0,2.0,66.0
9752,other,2,1200.0,2.0,135.0
9759,other,2,975.0,2.0,60.0
9762,other,1,1500.0,2.0,85.0
9765,other,2,1200.0,4.0,138.0
9766,other,2,1100.0,2.0,68.0
9767,other,6,4000.0,6.0,460.0
9769,other,4,2950.0,4.0,250.0
9770,other,3,1464.0,2.0,115.0
9775,other,2,1415.0,2.0,120.0
9780,other,3,2400.0,2.0,185.0
9783,other,2,1025.0,2.0,65.0
9784,other,2,1020.0,2.0,70.0
9785,other,2,1155.0,2.0,69.0
9786,other,3,2030.0,2.0,182.0
9788,other,3,2900.0,3.0,325.0
9792,other,2,1500.0,2.0,145.0
9800,other,2,1201.0,2.0,65.0
9801,other,1,660.0,1.0,30.0
9803,other,2,950.0,2.0,65.0
9804,other,3,980.0,3.0,80.0
9809,other,2,1265.0,2.0,68.0
